,AUD,BRL,CAD,CHF,CLP,CNH,COP,CZK,EUR,GBP,HUF,IDR,ILS,INR,JPY,KRW,MXN,NOK,NZD,PLN,RUB,SEK,TRY,ZAR
2016-09-08,-0.11528079677054956,0.7062312326443408,0.034083412074950914,-0.21838165477832588,0.6811355133060862,0.9191556918201216,1.3786908377271072,0.8405494091971198,0.17008149271968814,0.07750238713945444,1.0500907282649479,2.2280878873230723,-0.02926719908549458,2.8929758636964724,-0.010793417731215902,0.25448544153096214,1.1634998727530044,-0.16023137287782396,-0.08096878583695799,1.1505920198808663,1.76708130965746,-0.05841134347431753,1.4456588354629174,1.5090766418746602
2016-09-09,-0.10178484797445916,0.7475632373216746,0.043772186350555554,-0.21231045713953497,0.701254230081607,0.924894372908172,1.4226115750067143,0.8508980660353282,0.17669412369118753,0.08214405123017922,1.069958222705127,2.2372387474640516,-0.027139896892102104,2.912195740049789,-0.00040339741265322127,0.26119692981677717,1.2069880126782693,-0.15171668196282398,-0.07084390162101895,1.1737929681268822,1.8078455639522089,-0.04902242155196541,1.467381137738657,1.5822554592063287
2016-09-12,-0.09586184350937295,0.7608747846015067,0.04870702611829574,-0.2146911694273985,0.707801035639218,0.9228520518900512,1.450351850576178,0.84965889239689,0.17578461550843963,0.07826051836580948,1.066727998531303,2.237287934551875,-0.022689482137980995,2.9217317893284545,-0.008174352798780003,0.2785914009160566,1.2392486164804732,-0.15344258556650547,-0.06606540576851755,1.1779174277059656,1.810098653712404,-0.05035709010593834,1.4790809546058983,1.5920961094172974
2016-09-13,-0.09269864246668053,0.7678969324430857,0.05523431360223997,-0.2149635309918543,0.7056649357032205,0.9230708496696071,1.4884695234889584,0.8460970417030499,0.1735026375338579,0.08828336058843464,1.0667349864328788,2.2547013102732736,-0.020744895968126294,2.921703268795142,-0.005650110920355337,0.284705577900032,1.2425846024036937,-0.15329003268314115,-0.06107956041115002,1.170193782295594,1.8249086346604015,-0.04965998111511529,1.4796156206013433,1.5945055236351688
2016-09-14,-0.09024170917718281,0.7862382817918091,0.057686338447843204,-0.21505115208459424,0.7130848507867469,0.9183971764701934,1.4938664086059248,0.8452177849344366,0.17290751851505548,0.0883849117048455,1.0671471161753028,2.2632316309108753,-0.0201827286899294,2.9204875492167477,-0.0016206117640488768,0.28470495694228487,1.2526111815293082,-0.15223547474917815,-0.0632018532534036,1.164929082890192,1.8296284218032288,-0.05200991904306476,1.4774893144888008,1.5697948886710937
2016-09-15,-0.09392581765409064,0.7834521045287702,0.05396541982583553,-0.2156448657037868,0.6990567772197583,0.9133128040722789,1.443953722312304,0.845928182180742,0.17328090124936524,0.08746700238018362,1.0667675695751184,2.2559021306927205,-0.02507330848765469,2.925826214823911,-0.0036135918374384877,0.2847379925169391,1.249977863072896,-0.1536458137980149,-0.06364361521234513,1.158051791775123,1.8164475078772326,-0.05319962136235448,1.4693386598163696,1.5511620219936169
2016-09-16,-0.09160597574731573,0.7694577061280582,0.05987322271132907,-0.21039518362908727,0.7154717502324774,0.9122806421840695,1.4645614272646341,0.858908720375852,0.18177145452354454,0.09681545671530022,1.0827914719574088,2.2515517540463996,-0.02235240368609967,2.9278739901598185,-0.004945750621126101,0.284676937639913,1.3024291561728596,-0.147224064093576,-0.059959413765496974,1.1703985175405174,1.8299228219069414,-0.04245678468689406,1.4799180518595285,1.569573151452893
2016-09-19,-0.10067945128889827,0.7483180599048941,0.05783857158665717,-0.20988413239686662,0.710257588577105,0.9162963284449429,1.4425471123786333,0.8556925179794042,0.17974691958865766,0.09843841641829491,1.067260274169548,2.2512198802174157,-0.02343022076347282,2.925860743371189,-0.009606645065282348,0.2838957257531756,1.298558173708819,-0.14944176859955308,-0.06656937844366125,1.1573165464075645,1.8031133587002661,-0.04519923711336941,1.4751743431709388,1.5192940694831087
2016-09-20,-0.10032754433613321,0.7410129512572241,0.060248872140982006,-0.210645378760714,0.7029896289361881,0.9212188389537131,1.4246054625590832,0.8577294125378051,0.18101956689772333,0.10774917749517834,1.0763413758831308,2.250317440598006,-0.02178293394053084,2.9286218187931614,-0.010351310938159315,0.2866976033687692,1.3061419806079595,-0.14845667708669466,-0.06618386974687636,1.1622093767022383,1.8119064097294337,-0.041628217437787746,1.4721028934286333,1.4901236577344756
2016-09-21,-0.10229799391399177,0.737807984471846,0.05923158134485602,-0.2122251117861822,0.6900383416186096,0.9201119375586462,1.415814344594292,0.862846647950939,0.1842772995699928,0.10694808401544342,1.0753392174724916,2.246107840014151,-0.02381076081975062,2.9281869136285783,-0.020056814624541824,0.2860027131891692,1.324369345991074,-0.14563292666852357,-0.06573254818610098,1.1656228697093145,1.791225942196315,-0.03856339545043103,1.4741285667017683,1.4655577471407903
2016-09-22,-0.11119436187029405,0.7169433242171466,0.04429323701582718,-0.22014735339965746,0.6677925731330634,0.9192384833851458,1.3917361720027077,0.8460637120235069,0.17361395329474785,0.0953417295283998,1.0383439825593295,2.234857287759967,-0.027124937848508068,2.910584838628097,-0.019178674429185933,0.26674046166667464,1.296778042474143,-0.16762664836237015,-0.06659029025565566,1.1367618320723256,1.7645921013434438,-0.047034362381180035,1.4466451187175495,1.44250628250438
2016-09-23,-0.1087697026026389,0.7293750832064094,0.05286912175420823,-0.216998865403744,0.6756965062598338,0.9201835662436932,1.4417365721359603,0.8495861017629562,0.17582717742061663,0.10705319845997537,1.044548120848612,2.2315666686407165,-0.026585481847853226,2.9067954440401214,-0.01751252060339789,0.26587333760095666,1.3081694898535754,-0.16590391420181194,-0.056599086625990155,1.1494760437958114,1.7690211132136093,-0.04473551298823592,1.455410160349344,1.4592208280240668
2016-09-26,-0.10999158549926977,0.7363175514959144,0.05600903174156238,-0.2198611199041427,0.6786792113347174,0.9209442441945919,1.4330737034217704,0.8417141483686111,0.17083325903430555,0.10596442721908432,1.039907267033837,2.2200511725597125,-0.030129571976330254,2.9068381814433177,-0.02281524230953204,0.2720971602947535,1.323682483303822,-0.16755630924705356,-0.060062190462213116,1.1398004806771478,1.7639542448173362,-0.04738046279490287,1.4758856377537857,1.4544048016078719
2016-09-27,-0.11204853505242254,0.7388367429434218,0.0630575707287439,-0.21591482278279733,0.680936058175607,0.9217057963008103,1.4531483411476402,0.8534806090878896,0.17822482065271655,0.10494111581869797,1.0594791864905921,2.201520254488985,-0.029292805055807974,2.896282634420072,-0.023655624503301734,0.25920729705480333,1.290153122659788,-0.16216154244833397,-0.06330307496381805,1.1451339542731558,1.7812072935467513,-0.03581798590173526,1.4781553778617842,1.4319328067725676
2016-09-28,-0.11139126121299833,0.741553099549468,0.06327813703885188,-0.21526762995178828,0.6813898325117133,0.9233720090916486,1.432103211758131,0.8544496674041439,0.17882039110938014,0.10464659484404983,1.0651148091759914,2.1996469015557123,-0.028091858931157936,2.8959436220873296,-0.019971621637628445,0.2593720089192013,1.2861765963055019,-0.16783714157667928,-0.05691350052049549,1.1543513579852074,1.7749937584522169,-0.03819068268785751,1.4815138944072719,1.4553368489949732
2016-09-29,-0.11337935025064998,0.7260711201250892,0.050316461265827596,-0.21984387342285286,0.6691123307274426,0.9183148641932402,1.4051616761831047,0.848495684373697,0.17481365953862477,0.10539587030598936,1.0629892560164302,2.2065113795075035,-0.028956092236096465,2.920440434709021,-0.011025003442082777,0.2617955749970339,1.2712481471884582,-0.17476529031050075,-0.0617607061911911,1.155578505622867,1.742346600843879,-0.04310276770626904,1.4915599781920135,1.4931100185873576
2016-09-30,-0.11164344363707729,0.7410621226423832,0.053959431146844546,-0.21825687887011413,0.6709081830837547,0.9187592093876785,1.4026075031181016,0.8466221994178882,0.17387960028596863,0.10451726529594169,1.062130845722969,2.2252645079146975,-0.029171903046185714,2.9026706021682838,-0.0145273579449165,0.2645838053200211,1.265973912437958,-0.17888647532287705,-0.0606680398832442,1.1489915807682776,1.7372060167913148,-0.042609878952079155,1.4943688703312898,1.4715106958294628
2016-10-03,-0.11255129455495619,0.7300016225737832,0.05321325866039761,-0.2159909710102867,0.6680336769716754,0.9204380372546094,1.4452159414533876,0.8498151815776326,0.1760477459849474,0.1176802134309242,1.05783335631805,2.2083082516444374,-0.02618026857580042,2.900238091441398,-0.011147202764048217,0.2646076350446526,1.2645692613695396,-0.17995294579787147,-0.059399868040428565,1.1513432157899346,1.7082607860271486,-0.04338895833726716,1.514928309299295,1.4539570817023046
2016-10-04,-0.11156605034803423,0.7279475311798572,0.05548536709609724,-0.20903809788779024,0.6804541261823096,0.9230175157253688,1.47639187162965,0.8598247602126641,0.18238242963216458,0.12498308667376556,1.0622457888552062,2.208039847274364,-0.022531024934862053,2.8994252451019262,0.0008456770692373364,0.2718855689172369,1.2490619402338923,-0.17831249193861254,-0.058335706388083365,1.1588933639513856,1.712630542517311,-0.038026431133966705,1.5322476146837796,1.457350669182771
2016-10-05,-0.10549831557706603,0.7329253222979847,0.05800946820465625,-0.2120635674870902,0.6873953236458656,0.9258657314648054,1.4855753258228381,0.8527916424522958,0.1778620707307955,0.12594870654377327,1.0434500030823928,2.2120264884532985,-0.023090964502852498,2.90066621173014,0.007245931882381006,0.27870644525098465,1.2572335431194948,-0.17502059192162653,-0.0457235418285757,1.1544281368739702,1.7122089573726773,-0.0388132679621737,1.542988321947346,1.471098679035679
2016-10-06,-0.10180669825435831,0.7331283657395369,0.06126683744553316,-0.20961234822346203,0.6932084829468336,0.9289419235137129,1.4527375831968268,0.8580100848753325,0.18126002166203084,0.1343878961205428,1.0479840876379658,2.2094204999947604,-0.019535132283934536,2.908878644326537,0.011475613789785302,0.2769926036835881,1.253084279284716,-0.17236553576781913,-0.04409100363058661,1.1545991014947206,1.705777056960521,-0.03613436203204625,1.5373797980531358,1.4988883274535079
2016-10-07,-0.10361473727949747,0.7274350314470288,0.06272898209075205,-0.21012961346019274,0.6956976015440064,0.9280687127511223,1.429823511458235,0.8566970507904565,0.18039904647937027,0.15157481821280253,1.0390299485380279,2.2088976368494495,-0.01777844016985064,2.91128050980381,0.0035961052209577222,0.28087847117344245,1.2558190415105366,-0.1692051442797057,-0.04455729333231957,1.1508017714563905,1.6948836424452247,-0.0345485160449202,1.5375395238633165,1.485618407673195
2016-10-11,-0.09941995015040148,0.7240878983031429,0.060062364964061005,-0.20317227733277796,0.693831222117004,0.9354225294389952,1.4337270945948692,0.8765800246456494,0.19300309597470594,0.1732429729103193,1.0719019817651483,2.215699683297674,-0.013819074090846597,2.901647869145512,0.008385542827020084,0.28628216423382635,1.221310773591517,-0.1596497839495442,-0.032163249481085454,1.175700584279261,1.7211790001328204,-0.014257250459074687,1.5651878388430707,1.578844985013284
2016-10-12,-0.10224832022110004,0.7123790905625383,0.06446730535774535,-0.20135813398179137,0.691425167207187,0.9336581376227646,1.4365552652899414,0.8846656164879364,0.1979823101433766,0.17716970526799752,1.0793329568374725,2.2171771109417318,-0.011896907355577463,2.9016904674142565,0.012330387556596257,0.2901938419742086,1.2187153610183796,-0.15351982616178142,-0.03335988864527596,1.1923814685738088,1.7361303795205283,-0.013025747370895445,1.5717144294026486,1.5640058080937205
2016-10-13,-0.0997519628743842,0.7237948297873621,0.06142558599768456,-0.20310475899344663,0.7023709885577765,0.9375747055727855,1.4502404527748847,0.8816123484662194,0.19602248486783067,0.1768169812880348,1.0803083055821947,2.231832180645308,-0.014974492022562303,2.922358910153443,0.006433171334943224,0.3039794758734513,1.2313196728754383,-0.15536532092068742,-0.03431971593113023,1.1867989148697253,1.7516891590068322,-0.014865110469879216,1.5708742183482856,1.569323061158442
2016-10-14,-0.10856897320668575,0.7115726019784461,0.05451426062489231,-0.20284266056085445,0.6997687078194121,0.9360418261320976,1.423568337836217,0.8860235794173115,0.19899592815779243,0.17642244412684124,1.0830112746085587,2.2236903810201603,-0.011106946760489525,2.9109413948234906,0.01528913050011243,0.2999848424557611,1.2196695937718556,-0.15702470774074176,-0.03722603278142865,1.1964422000619122,1.737331004161845,-0.014530320163989049,1.5644510108253318,1.5487801569472894
2016-10-17,-0.10764826699605545,0.7134414233744217,0.05461687435417844,-0.20152105593049632,0.7013141581556266,0.9403042117711389,1.4359126540337983,0.8881850690014689,0.2002455062487622,0.18051765872834505,1.0962051713399923,2.229595300062474,-0.008967361755455275,2.918400535895968,0.012286069032772153,0.3065825153460461,1.2112695185821951,-0.15796062806133937,-0.04136262186270211,1.211970640485408,1.7392986366402274,-0.014345541607433768,1.5825050286333568,1.5473900739224067
2016-10-18,-0.1126134558191979,0.7064656294615459,0.05336871048734069,-0.20063567095923027,0.6953274907729649,0.9387073382039594,1.424345284317531,0.8909688319275995,0.2022169752098227,0.16610514918652947,1.0970042485573903,2.220592110589224,-0.010160669334130793,2.90952915001386,0.011481790146635421,0.2967340768357965,1.1867732436507872,-0.16072522888649546,-0.051614895188237316,1.2127955163686446,1.7345934829763334,-0.01317301436315716,1.5816760449111886,1.513949859760114
2016-10-19,-0.1161790227309994,0.6985908593617222,0.043713029138849585,-0.2022266695095324,0.6912905194239259,0.9385240834470058,1.4268374598715075,0.8921246096784452,0.20290328295813134,0.16709298760462854,1.0983741500812965,2.2144920778682233,-0.009566307352681058,2.9094655588348233,0.005265050633251237,0.28966341927263817,1.1756000984303414,-0.163534165550887,-0.054479531700199944,1.2083077449178514,1.7029567899347222,-0.011469664961490524,1.5530360392428468,1.493905246997455
2016-10-20,-0.10937132779516569,0.6968612211734723,0.059625160896899364,-0.20016978601480628,0.6924312898536363,0.9398203503295842,1.4472012613824796,0.8991961358758546,0.20746320797409257,0.1719103699009713,1.1117312359524831,2.214476645437668,-0.004536006286551252,2.916809477243145,0.012054725424216699,0.2946808962353764,1.18163996171649,-0.15730242480965376,-0.050402689965265396,1.2238153872819957,1.71429921691285,-0.009198399942166507,1.5412987930374087,1.5042962697476847
2016-10-21,-0.1055098049410297,0.6942597838543496,0.06912475577817165,-0.19713071015319436,0.6917757296582335,0.9471523446078339,1.4624638359664008,0.9088731347848812,0.21351125769678014,0.17639660949535274,1.1285858424381447,2.222989262416196,-0.00047754723401265755,2.9200380499869727,0.010319089935028855,0.30312010252084515,1.1838503466509667,-0.15073544760265353,-0.04591927830243048,1.2370112842440113,1.7141384694561352,-0.002686354199467024,1.5624099178735227,1.5153195317202348
2016-10-24,-0.10605961205244249,0.6782633597028402,0.0707661047341714,-0.1991072028480863,0.6684771979134317,0.9511278467425517,1.443286800205935,0.9064684937790473,0.21205396558911674,0.17541163269400828,1.1252209556241624,2.215847207617959,-0.0006437765606599338,2.9172647783393524,0.014886417557772627,0.29861809248321014,1.1739729187962846,-0.153056582622198,-0.04175602943725232,1.2268227897211277,1.701377518398708,-0.004038568442529647,1.5571239764477072,1.4982382250186257
2016-10-25,-0.10934628611357233,0.6735875434897322,0.07069852548725704,-0.19648087376758053,0.6576994654804502,0.9514052410435893,1.4573562012016885,0.9110029028982312,0.2148767852290209,0.1826612838927668,1.132866980504614,2.214098554960384,-0.00397925712217165,2.9184113830121845,0.017997170065564436,0.3015135369457885,1.1681225927474266,-0.14910874998187892,-0.04370357045081195,1.2311249679506755,1.7015522732652506,-6.42250941401374e-05,1.5587658437574812,1.4877449294658123
2016-10-26,-0.11334194000343396,0.6712023986948946,0.06933027186048506,-0.19911046653484127,0.6574368763790491,0.9499769238074935,1.4675148413611658,0.9010106376527798,0.20838668692555648,0.17245008285351457,1.1245638870928356,2.214484863951848,-0.007002393366082233,2.9166845305384204,0.01608126372321252,0.3020298466214612,1.1825480948484557,-0.15115460493067462,-0.04646247367775571,1.2273963428696115,1.7233468681828144,-0.0051297818711957596,1.5641997269616235,1.4967835725185425
2016-10-27,-0.10512326834117515,0.692616322910514,0.07359243987178746,-0.19907536957763897,0.6550651565271329,0.9538721205011143,1.4792833346841059,0.9006505563028655,0.2083002358415973,0.178497997750252,1.1274924733837952,2.2207600964485295,-0.004157797233242357,2.9188584700203735,0.02213785875296937,0.311793303545554,1.2097267651365706,-0.1522339251059605,-0.04123387209489226,1.2338402483762323,1.7232730633996218,0.010711188591249402,1.5812153032760738,1.498840795697339
2016-10-28,-0.10323120690668225,0.7007821756988761,0.07213802986251433,-0.19885790378172577,0.6478572247294158,0.9523330004071804,1.4643196127483917,0.8992690869708607,0.20713106808198078,0.18089121808554276,1.123484125843151,2.2251018928204918,-0.0029034472554155576,2.914818932204304,0.025716221271263603,0.31439228065601904,1.1933330730036864,-0.15032132211859753,-0.04388116715794727,1.2254735790148312,1.7342444295561108,0.010445649663286025,1.5864650897445092,1.4843571394668709
2016-10-31,-0.10666146745493817,0.7043046315140232,0.07476452011751179,-0.2025108141433451,0.6560007122451128,0.9499256196105849,1.5034255179565632,0.893363918780684,0.2035057506982969,0.1750843579711077,1.1073893272137554,2.224462620656775,-0.006265210915080582,2.9148270218385544,0.0225489442757614,0.31381194460005074,1.2019902856302958,-0.15220446948216676,-0.04515778137730683,1.209899276550336,1.7488239244240353,0.008057440933605277,1.5740037282057726,1.423147986696275
2016-11-01,-0.11244359720620348,0.723272586715308,0.07277079495943935,-0.21049564432130227,0.6518681212887883,0.9480053028009526,1.5179690219204152,0.8791743148192331,0.19456125092940357,0.17410574958966393,1.0911339304107555,2.222918820528289,-0.013705480349534931,2.9119460015719687,0.017565561980439872,0.3087387353338702,1.2365120681999733,-0.15704620011281312,-0.047990606169851874,1.1852083642030078,1.7389476019083145,-5.157406450950687e-05,1.5885136377696987,1.4402265524601958
2016-11-02,-0.11328571783220572,0.7345648405719634,0.07363539129712668,-0.21753393989005756,0.6578834471658834,0.9454612250998772,1.5617385729362543,0.8667491646811567,0.18662341551071882,0.16506193403980843,1.0792003888610222,2.226465819679378,-0.01459784298527817,2.9137074088254313,0.004701648960574051,0.32002541287702596,1.2699962946917958,-0.15885372677682152,-0.06373343890589232,1.1865007945531958,1.7686062143226602,-0.005885676579631313,1.5956837304887472,1.428140083511745
2016-11-03,-0.1148400593537887,0.7307303503974985,0.07344913007098322,-0.21403707609002093,0.6517740560986323,0.9470483134945509,1.557745020072006,0.8704025237833491,0.18913263009156897,0.1519163097067155,1.0756979292818036,2.2311510838055044,-0.013565718763368345,2.912327688434513,0.004057606025753481,0.30752224287054214,1.2511051670162412,-0.1609845963253988,-0.06695939046419022,1.1902599159118263,1.767692626184521,-0.001786702602597346,1.589067755870883,1.4226882034320518
2016-11-04,-0.11331754406909449,0.7344622889108733,0.07560900640983433,-0.21906203335228497,0.6610854039440138,0.9464043725220158,1.560333451956542,0.865593667111344,0.1861142035993977,0.1434350965705548,1.0610813729606423,2.229907802976027,-0.017240649153820876,2.9124260669269106,0.002442221575742691,0.3128198014093625,1.2380817491425538,-0.16006013135463631,-0.06561491178743864,1.183437759279191,1.799288023025912,0.000687624417914791,1.6369310580916416,1.448957700919911
2016-11-07,-0.11634441342020418,0.714856998875593,0.0746395685020965,-0.21189280369449937,0.6563592792637052,0.9525050630744104,1.5535560333171048,0.8806752628682275,0.19562508248167976,0.15757575662073958,1.0789106027223834,2.2343865381338133,-0.013172593124667223,2.911815238599311,0.01738855395089378,0.31255898151708256,1.1785735780355242,-0.1520080336967924,-0.06578659397092186,1.2031669538213805,1.7746974050441517,0.009417442126736446,1.6424904015425836,1.4096913203314867
